TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;MESA;COD_CAND;VOTOS_CAND
4;2015;5;1;8;9;59;7;4;U;84253;249
4;2015;5;1;8;9;59;7;4;U;84319;116
4;2015;5;1;8;9;59;7;4;U;84582;4
4;2015;5;1;8;9;59;7;4;U;84811;0
4;2015;5;1;8;9;59;7;4;U;85164;4
4;2015;5;1;8;9;59;7;4;U;85373;18
4;2015;5;1;8;9;59;7;5;U;81456;56
4;2015;5;1;8;9;59;7;5;U;82734;78
4;2015;5;1;8;9;59;7;5;U;84120;6
4;2015;5;1;8;9;59;7;5;U;84253;139
4;2015;5;1;8;9;59;7;5;U;84319;94
4;2015;5;1;8;9;59;7;5;U;84582;8
4;2015;5;1;8;9;59;7;5;U;84811;3
4;2015;5;1;8;9;59;7;5;U;85164;9
4;2015;5;1;8;9;59;7;5;U;85373;7
4;2015;5;1;8;9;59;7;6;A;81456;41
4;2015;5;1;8;9;59;7;6;A;82734;56
4;2015;5;1;8;9;59;7;6;A;84120;1
4;2015;5;1;8;9;59;7;6;A;84253;78
4;2015;5;1;8;9;59;7;6;A;84319;69
4;2015;5;1;8;9;59;7;6;A;84582;24
4;2015;5;1;8;9;59;7;6;A;84811;1
4;2015;5;1;8;9;59;7;6;A;85164;7
4;2015;5;1;8;9;59;7;6;A;85373;7
4;2015;5;1;8;9;59;5;24;B;84120;7
4;2015;5;1;8;9;59;5;24;B;84253;104
4;2015;5;1;8;9;59;5;24;B;84319;109
4;2015;5;1;8;9;59;5;24;B;84582;11
4;2015;5;1;8;9;59;5;24;B;84811;6
4;2015;5;1;8;9;59;5;24;B;85164;14
4;2015;5;1;8;9;59;5;24;B;85373;5
4;2015;5;1;8;9;59;5;25;A;81456;48
4;2015;5;1;8;9;59;5;25;A;82734;72
4;2015;5;1;8;9;59;5;25;A;84120;0
4;2015;5;1;8;9;59;5;25;A;84253;170
4;2015;5;1;8;9;59;5;25;A;84319;50
4;2015;5;1;8;9;59;5;25;A;84582;19
4;2015;5;1;8;9;59;5;25;A;84811;2
4;2015;5;1;8;9;59;5;25;A;85164;4
4;2015;5;1;8;9;59;5;25;A;85373;8
4;2015;5;1;8;9;59;5;25;B;81456;41
4;2015;5;1;8;9;59;5;25;B;82734;47
4;2015;5;1;8;9;59;5;25;B;84120;2
4;2015;5;1;8;9;59;5;25;B;84253;191
4;2015;5;1;8;9;59;5;25;B;84319;55
4;2015;5;1;8;9;59;5;25;B;84582;10
4;2015;5;1;8;9;59;5;25;B;84811;2
4;2015;5;1;8;9;59;3;6;A;85373;9
4;2015;5;1;8;9;59;3;6;B;81456;76
4;2015;5;1;8;9;59;3;6;B;82734;128
4;2015;5;1;8;9;59;3;6;B;84120;3
4;2015;5;1;8;9;59;3;6;B;84253;127
4;2015;5;1;8;9;59;3;6;B;84319;145
4;2015;5;1;8;9;59;3;6;B;84582;15
4;2015;5;1;8;9;59;3;6;B;84811;2
4;2015;5;1;8;9;59;3;6;B;85164;14
4;2015;5;1;8;9;59;3;6;B;85373;7
4;2015;5;1;8;9;59;3;7;A;81456;51
4;2015;5;1;8;9;59;3;7;A;82734;56
4;2015;5;1;8;9;59;3;7;A;84120;4
4;2015;5;1;8;9;59;3;7;A;84253;149
4;2015;5;1;8;9;59;3;7;A;84319;58
4;2015;5;1;8;9;59;3;7;A;84582;11
4;2015;5;1;8;9;59;3;7;A;84811;1
4;2015;5;1;8;9;59;3;7;A;85164;6
4;2015;5;1;8;9;59;3;7;A;85373;9
4;2015;5;1;8;9;59;3;7;B;81456;39
4;2015;5;1;8;9;59;3;7;B;82734;51
4;2015;5;1;8;9;59;3;7;B;84120;1
4;2015;5;1;8;9;59;3;7;B;84253;140
4;2015;5;1;8;9;59;3;7;B;84319;57
4;2015;5;1;8;9;59;3;7;B;84582;11
4;2015;5;1;8;9;59;3;7;B;84811;2
4;2015;5;1;8;9;59;3;7;B;85164;4
4;2015;5;1;8;9;59;3;7;B;85373;5
4;2015;5;1;8;9;59;3;8;A;81456;61
4;2015;5;1;8;9;59;3;8;A;82734;69
4;2015;5;1;8;9;59;3;8;A;84120;2
4;2015;5;1;8;9;59;3;8;A;84253;102
4;2015;5;1;8;9;59;3;8;A;84319;83
4;2015;5;1;8;9;59;3;8;A;84582;6
4;2015;5;1;8;9;59;3;8;A;84811;6
4;2015;5;1;8;9;59;3;8;A;85164;8
4;2015;5;1;8;9;59;3;8;A;85373;3
4;2015;5;1;8;9;59;3;8;B;81456;51
4;2015;5;1;8;9;59;3;8;B;82734;86
4;2015;5;1;8;9;59;3;8;B;84120;7
4;2015;5;1;8;9;59;3;8;B;84253;95
4;2015;5;1;8;9;59;5;25;B;85164;5
4;2015;5;1;8;9;59;5;25;B;85373;20
4;2015;5;1;8;9;59;5;26;U;81456;108
4;2015;5;1;8;9;59;5;26;U;82734;71
4;2015;5;1;8;9;59;5;26;U;84120;3
4;2015;5;1;8;9;59;5;26;U;84253;318
4;2015;5;1;8;9;59;5;26;U;84319;46
4;2015;5;1;8;9;59;5;26;U;84582;16
4;2015;5;1;8;9;59;5;26;U;84811;0
4;2015;5;1;8;9;59;5;26;U;85164;12
4;2015;5;1;8;9;59;5;26;U;85373;19
4;2015;5;1;8;9;59;5;27;U;81456;84
4;2015;5;1;8;9;59;5;27;U;82734;64
4;2015;5;1;8;9;59;5;27;U;84120;2
4;2015;5;1;8;9;59;5;27;U;84253;265
4;2015;5;1;8;9;59;5;27;U;84319;62
4;2015;5;1;8;9;59;5;27;U;84582;13
4;2015;5;1;8;9;59;5;27;U;84811;1
4;2015;5;1;8;9;59;5;27;U;85164;11
4;2015;5;1;8;9;59;5;27;U;85373;32
4;2015;5;1;8;9;59;5;28;U;81456;92
4;2015;5;1;8;9;59;5;28;U;82734;39
4;2015;5;1;8;9;59;5;28;U;84120;4
4;2015;5;1;8;9;59;5;28;U;84253;251
4;2015;5;1;8;9;59;5;28;U;84319;44
4;2015;5;1;8;9;59;5;28;U;84582;2
4;2015;5;1;8;9;59;5;28;U;84811;1
4;2015;5;1;8;9;59;5;28;U;85164;19
4;2015;5;1;8;9;59;5;28;U;85373;18
4;2015;5;1;8;9;59;5;29;U;81456;43
4;2015;5;1;8;9;59;5;29;U;82734;62
4;2015;5;1;8;9;59;5;29;U;84120;3
4;2015;5;1;8;9;59;5;29;U;84253;177
4;2015;5;1;8;9;59;5;29;U;84319;86
4;2015;5;1;8;9;59;5;29;U;84582;13
4;2015;5;1;8;9;59;5;29;U;84811;2
4;2015;5;1;8;9;59;5;29;U;85164;6
4;2015;5;1;8;9;59;5;29;U;85373;17
4;2015;5;1;8;9;59;5;30;U;81456;32
4;2015;5;1;8;9;59;5;30;U;82734;117
4;2015;5;1;8;9;59;5;30;U;84120;2
4;2015;5;1;8;9;59;5;30;U;84253;95
4;2015;5;1;8;9;59;5;30;U;84319;129
4;2015;5;1;8;9;59;5;30;U;84582;10
4;2015;5;1;8;9;59;5;30;U;84811;2
4;2015;5;1;8;9;59;5;30;U;85164;14
4;2015;5;1;8;9;59;5;30;U;85373;17
4;2015;5;1;8;9;59;5;31;U;81456;82
4;2015;5;1;8;9;59;5;31;U;82734;128
4;2015;5;1;8;9;59;5;31;U;84120;2
4;2015;5;1;8;9;59;5;31;U;84253;149
4;2015;5;1;8;9;59;5;31;U;84319;99
4;2015;5;1;8;9;59;5;31;U;84582;14
4;2015;5;1;8;9;59;5;31;U;84811;2
4;2015;5;1;8;9;59;5;31;U;85164;10
4;2015;5;1;8;9;59;5;31;U;85373;15
4;2015;5;1;8;9;59;5;32;A;81456;56
4;2015;5;1;8;9;59;5;32;A;82734;75
4;2015;5;1;8;9;59;5;32;A;84120;3
4;2015;5;1;8;9;59;5;32;A;84253;150
4;2015;5;1;8;9;59;5;32;A;84319;68
4;2015;5;1;8;9;59;5;32;A;84582;9
4;2015;5;1;8;9;59;5;32;A;84811;0
4;2015;5;1;8;9;59;5;32;A;85164;10
4;2015;5;1;8;9;59;5;32;A;85373;14
4;2015;5;1;8;9;59;5;32;B;81456;71
4;2015;5;1;8;9;59;5;32;B;82734;55
4;2015;5;1;8;9;59;5;32;B;84120;1
4;2015;5;1;8;9;59;5;32;B;84253;134
4;2015;5;1;8;9;59;5;32;B;84319;76
4;2015;5;1;8;9;59;5;32;B;84582;11
4;2015;5;1;8;9;59;5;32;B;84811;3
4;2015;5;1;8;9;59;5;32;B;85164;13
4;2015;5;1;8;9;59;5;32;B;85373;8
4;2015;5;1;8;9;59;5;33;A;81456;75
4;2015;5;1;8;9;59;5;33;A;82734;122
4;2015;5;1;8;9;59;5;33;A;84120;5
4;2015;5;1;8;9;59;5;33;A;84253;152
4;2015;5;1;8;9;59;5;33;A;84319;111
4;2015;5;1;8;9;59;5;33;A;84582;17
4;2015;5;1;8;9;59;5;33;A;84811;1
4;2015;5;1;8;9;59;5;33;A;85164;10
4;2015;5;1;8;9;59;5;33;A;85373;18
4;2015;5;1;8;9;59;5;33;B;81456;98
4;2015;5;1;8;9;59;5;33;B;82734;114
4;2015;5;1;8;9;59;5;33;B;84120;12
4;2015;5;1;8;9;59;5;33;B;84253;160
4;2015;5;1;8;9;59;5;33;B;84319;99
4;2015;5;1;8;9;59;5;33;B;84582;17
4;2015;5;1;8;9;59;5;33;B;84811;2
4;2015;5;1;8;9;59;5;33;B;85164;10
4;2015;5;1;8;9;59;5;33;B;85373;13
4;2015;5;1;8;9;59;5;34;U;81456;40
4;2015;5;1;8;9;59;5;34;U;82734;51
4;2015;5;1;8;9;59;5;34;U;84120;1
4;2015;5;1;8;9;59;5;34;U;84253;165
4;2015;5;1;8;9;59;5;34;U;84319;65
4;2015;5;1;8;9;59;5;34;U;84582;10
4;2015;5;1;8;9;59;5;34;U;84811;5
4;2015;5;1;8;9;59;5;34;U;85164;5
4;2015;5;1;8;9;59;5;34;U;85373;13
4;2015;5;1;8;9;59;5;35;A;81456;69
4;2015;5;1;8;9;59;5;35;A;82734;84
4;2015;5;1;8;9;59;9;16;A;84253;111
4;2015;5;1;8;9;59;9;16;A;84319;156
4;2015;5;1;8;9;59;9;16;A;84582;8
4;2015;5;1;8;9;59;9;16;A;84811;0
4;2015;5;1;8;9;59;9;16;A;85164;17
4;2015;5;1;8;9;59;9;16;A;85373;3
4;2015;5;1;8;9;59;9;16;B;81456;73
4;2015;5;1;8;9;59;9;16;B;82734;82
4;2015;5;1;8;9;59;9;16;B;84120;9
4;2015;5;1;8;9;59;9;16;B;84253;110
4;2015;5;1;8;9;59;9;16;B;84319;81
4;2015;5;1;8;9;59;9;16;B;84582;9
4;2015;5;1;8;9;59;9;16;B;84811;0
4;2015;5;1;8;9;59;9;16;B;85164;11
4;2015;5;1;8;9;59;9;16;B;85373;10
4;2015;5;1;8;9;59;9;16;C;81456;20
4;2015;5;1;8;9;59;9;16;C;82734;31
4;2015;5;1;8;9;59;9;16;C;84120;2
4;2015;5;1;8;9;59;9;16;C;84253;45
4;2015;5;1;8;9;59;9;16;C;84319;28
4;2015;5;1;8;9;59;9;16;C;84582;1
4;2015;5;1;8;9;59;9;16;C;84811;0
4;2015;5;1;8;9;59;9;16;C;85164;5
4;2015;5;1;8;9;59;9;16;C;85373;2
4;2015;5;1;8;9;59;9;17;U;81456;39
4;2015;5;1;8;9;59;9;17;U;82734;93
4;2015;5;1;8;9;59;9;17;U;84120;2
4;2015;5;1;8;9;59;9;17;U;84253;112
4;2015;5;1;8;9;59;9;17;U;84319;141
4;2015;5;1;8;9;59;9;17;U;84582;5
4;2015;5;1;8;9;59;9;17;U;84811;2
4;2015;5;1;8;9;59;9;17;U;85164;7
4;2015;5;1;8;9;59;9;17;U;85373;4
4;2015;5;1;8;9;59;9;18;U;81456;23
4;2015;5;1;8;9;59;9;18;U;82734;68
4;2015;5;1;8;9;59;9;18;U;84120;3
4;2015;5;1;8;9;59;9;18;U;84253;111
4;2015;5;1;8;9;59;9;18;U;84319;107
4;2015;5;1;8;9;59;9;18;U;84582;2
4;2015;5;1;8;9;59;9;18;U;84811;0
4;2015;5;1;8;9;59;9;18;U;85164;4
4;2015;5;1;8;9;59;3;8;B;84319;86
4;2015;5;1;8;9;59;3;8;B;84582;9
4;2015;5;1;8;9;59;3;8;B;84811;1
4;2015;5;1;8;9;59;3;8;B;85164;15
4;2015;5;1;8;9;59;3;8;B;85373;8
4;2015;5;1;8;9;59;3;9;A;81456;68
4;2015;5;1;8;9;59;3;9;A;82734;127
4;2015;5;1;8;9;59;3;9;A;84120;8
4;2015;5;1;8;9;59;3;9;A;84253;98
4;2015;5;1;8;9;59;3;9;A;84319;115
4;2015;5;1;8;9;59;3;9;A;84582;12
4;2015;5;1;8;9;59;3;9;A;84811;3
4;2015;5;1;8;9;59;3;9;A;85164;10
4;2015;5;1;8;9;59;3;9;A;85373;11
4;2015;5;1;8;9;59;3;9;B;81456;80
4;2015;5;1;8;9;59;3;9;B;82734;152
4;2015;5;1;8;9;59;3;9;B;84120;4
4;2015;5;1;8;9;59;3;9;B;84253;149
4;2015;5;1;8;9;59;3;9;B;84319;106
4;2015;5;1;8;9;59;3;9;B;84582;16
4;2015;5;1;8;9;59;3;9;B;84811;5
4;2015;5;1;8;9;59;3;9;B;85164;17
4;2015;5;1;8;9;59;3;9;B;85373;11
4;2015;5;1;8;9;59;3;10;A;81456;97
4;2015;5;1;8;9;59;3;10;A;82734;120
4;2015;5;1;8;9;59;3;10;A;84120;8
4;2015;5;1;8;9;59;3;10;A;84253;74
4;2015;5;1;8;9;59;3;10;A;84319;106
4;2015;5;1;8;9;59;3;10;A;84582;11
4;2015;5;1;8;9;59;3;10;A;84811;12
4;2015;5;1;8;9;59;3;10;A;85164;16
4;2015;5;1;8;9;59;3;10;A;85373;6
4;2015;5;1;8;9;59;3;10;B;81456;79
4;2015;5;1;8;9;59;3;10;B;82734;129
4;2015;5;1;8;9;59;3;10;B;84120;4
4;2015;5;1;8;9;59;3;10;B;84253;78
4;2015;5;1;8;9;59;3;10;B;84319;89
4;2015;5;1;8;9;59;3;10;B;84582;9
4;2015;5;1;8;9;59;3;10;B;84811;6
4;2015;5;1;8;9;59;3;10;B;85164;15
4;2015;5;1;8;9;59;3;10;B;85373;7
4;2015;5;1;8;9;59;3;11;U;81456;93
4;2015;5;1;8;9;59;3;11;U;82734;171
4;2015;5;1;8;9;59;3;11;U;84120;7
4;2015;5;1;8;9;59;3;11;U;84253;79
4;2015;5;1;8;9;59;3;11;U;84319;103
4;2015;5;1;8;9;59;3;11;U;84582;16
4;2015;5;1;8;9;59;3;11;U;84811;0
4;2015;5;1;8;9;59;3;11;U;85164;7
4;2015;5;1;8;9;59;3;11;U;85373;10
4;2015;5;1;8;9;59;4;1;U;81456;58
4;2015;5;1;8;9;59;4;1;U;82734;141
4;2015;5;1;8;9;59;4;1;U;84120;4
4;2015;5;1;8;9;59;4;1;U;84253;165
4;2015;5;1;8;9;59;4;1;U;84319;107
4;2015;5;1;8;9;59;4;1;U;84582;12
4;2015;5;1;8;9;59;4;1;U;84811;4
4;2015;5;1;8;9;59;4;1;U;85164;10
4;2015;5;1;8;9;59;4;1;U;85373;22
4;2015;5;1;8;9;59;4;2;U;81456;37
4;2015;5;1;8;9;59;4;2;U;82734;92
4;2015;5;1;8;9;59;4;2;U;84120;5
4;2015;5;1;8;9;59;4;2;U;84253;147
4;2015;5;1;8;9;59;4;2;U;84319;96
4;2015;5;1;8;9;59;4;2;U;84582;6
4;2015;5;1;8;9;59;4;2;U;84811;3
4;2015;5;1;8;9;59;4;2;U;85164;4
4;2015;5;1;8;9;59;4;2;U;85373;11
4;2015;5;1;8;9;59;4;3;U;81456;34
4;2015;5;1;8;9;59;4;3;U;82734;113
4;2015;5;1;8;9;59;4;3;U;84120;7
4;2015;5;1;8;9;59;4;3;U;84253;69
4;2015;5;1;8;9;59;4;3;U;84319;64
4;2015;5;1;8;9;59;4;3;U;84582;7
4;2015;5;1;8;9;59;4;3;U;84811;2
4;2015;5;1;8;9;59;4;3;U;85164;5
4;2015;5;1;8;9;59;4;3;U;85373;4
4;2015;5;1;8;9;59;4;4;U;81456;24
4;2015;5;1;8;9;59;4;4;U;82734;124
4;2015;5;1;8;9;59;4;4;U;84120;5
4;2015;5;1;8;9;59;4;4;U;84253;86
4;2015;5;1;8;9;59;4;4;U;84319;76
4;2015;5;1;8;9;59;4;4;U;84582;6
4;2015;5;1;8;9;59;4;4;U;84811;6
4;2015;5;1;8;9;59;4;4;U;85164;10
4;2015;5;1;8;9;59;4;4;U;85373;5
4;2015;5;1;8;9;59;5;1;A;81456;46
4;2015;5;1;8;9;59;5;1;A;82734;67
4;2015;5;1;8;9;59;5;1;A;84120;5
4;2015;5;1;8;9;59;5;1;A;84253;106
4;2015;5;1;8;9;59;5;1;A;84319;83
4;2015;5;1;8;9;59;5;1;A;84582;12
4;2015;5;1;8;9;59;5;1;A;84811;3
4;2015;5;1;8;9;59;5;1;A;85164;6
4;2015;5;1;8;9;59;5;1;A;85373;10
4;2015;5;1;8;9;59;5;1;B;81456;37
4;2015;5;1;8;9;59;5;1;B;82734;80
4;2015;5;1;8;9;59;5;1;B;84120;6
4;2015;5;1;8;9;59;5;35;A;84120;3
4;2015;5;1;8;9;59;5;35;A;84253;62
4;2015;5;1;8;9;59;5;35;A;84319;68
4;2015;5;1;8;9;59;5;35;A;84582;6
4;2015;5;1;8;9;59;5;35;A;84811;1
4;2015;5;1;8;9;59;5;35;A;85164;14
4;2015;5;1;8;9;59;5;35;A;85373;4
4;2015;5;1;8;9;59;5;35;B;81456;63
4;2015;5;1;8;9;59;5;35;B;82734;65
4;2015;5;1;8;9;59;5;35;B;84120;2
4;2015;5;1;8;9;59;5;35;B;84253;61
4;2015;5;1;8;9;59;5;35;B;84319;83
4;2015;5;1;8;9;59;5;35;B;84582;10
4;2015;5;1;8;9;59;9;18;U;85373;7
4;2015;5;1;8;9;59;9;19;U;81456;65
4;2015;5;1;8;9;59;9;19;U;82734;146
4;2015;5;1;8;9;59;9;19;U;84120;6
4;2015;5;1;8;9;59;9;19;U;84253;126
4;2015;5;1;8;9;59;9;19;U;84319;156
4;2015;5;1;8;9;59;9;19;U;84582;11
4;2015;5;1;8;9;59;9;19;U;84811;2
4;2015;5;1;8;9;59;9;19;U;85164;13
4;2015;5;1;8;9;59;9;19;U;85373;8
4;2015;5;1;8;9;59;9;20;U;81456;37
4;2015;5;1;8;9;59;9;20;U;82734;70
4;2015;5;1;8;9;59;9;20;U;84120;0
4;2015;5;1;8;9;59;9;20;U;84253;113
4;2015;5;1;8;9;59;9;20;U;84319;100
4;2015;5;1;8;9;59;9;20;U;84582;9
4;2015;5;1;8;9;59;9;20;U;84811;1
4;2015;5;1;8;9;59;9;20;U;85164;13
4;2015;5;1;8;9;59;9;20;U;85373;12
4;2015;5;1;8;9;59;9;21;A;81456;24
4;2015;5;1;8;9;59;9;21;A;82734;63
4;2015;5;1;8;9;59;9;21;A;84120;2
4;2015;5;1;8;9;59;9;21;A;84253;115
4;2015;5;1;8;9;59;9;21;A;84319;105
4;2015;5;1;8;9;59;9;21;A;84582;7
4;2015;5;1;8;9;59;9;21;A;84811;2
4;2015;5;1;8;9;59;9;21;A;85164;4
4;2015;5;1;8;9;59;9;21;A;85373;4
4;2015;5;1;8;9;59;9;21;B;81456;39
4;2015;5;1;8;9;59;9;21;B;82734;49
4;2015;5;1;8;9;59;9;21;B;84120;5
4;2015;5;1;8;9;59;9;21;B;84253;119
4;2015;5;1;8;9;59;9;21;B;84319;91
4;2015;5;1;8;9;59;9;21;B;84582;9
4;2015;5;1;8;9;59;9;21;B;84811;2
4;2015;5;1;8;9;59;9;21;B;85164;5
4;2015;5;1;8;9;59;9;21;B;85373;5
4;2015;5;1;8;9;59;9;22;A;81456;25
4;2015;5;1;8;9;59;9;22;A;82734;58
4;2015;5;1;8;9;59;9;22;A;84120;2
4;2015;5;1;8;9;59;9;22;A;84253;86
4;2015;5;1;8;9;59;9;22;A;84319;88
4;2015;5;1;8;9;59;9;22;A;84582;5
4;2015;5;1;8;9;59;9;22;A;84811;0
4;2015;5;1;8;9;59;9;22;A;85164;8
4;2015;5;1;8;9;59;9;22;A;85373;7
4;2015;5;1;8;9;59;9;22;B;81456;26
4;2015;5;1;8;9;59;9;22;B;82734;48
4;2015;5;1;8;9;59;9;22;B;84120;0
4;2015;5;1;8;9;59;9;22;B;84253;88
4;2015;5;1;8;9;59;9;22;B;84319;87
4;2015;5;1;8;9;59;9;22;B;84582;5
4;2015;5;1;8;9;59;9;22;B;84811;2
4;2015;5;1;8;9;59;9;22;B;85164;11
4;2015;5;1;8;9;59;9;22;B;85373;5
4;2015;5;1;8;9;59;9;23;A;81456;48
4;2015;5;1;8;9;59;9;23;A;82734;101
4;2015;5;1;8;9;59;9;23;A;84120;6
4;2015;5;1;8;9;59;9;23;A;84253;105
4;2015;5;1;8;9;59;9;23;A;84319;150
4;2015;5;1;8;9;59;9;23;A;84582;11
4;2015;5;1;8;9;59;9;23;A;84811;1
4;2015;5;1;8;9;59;9;23;A;85164;3
4;2015;5;1;8;9;59;9;23;A;85373;3
4;2015;5;1;8;9;59;9;23;B;81456;49
4;2015;5;1;8;9;59;9;23;B;82734;109
4;2015;5;1;8;9;59;9;23;B;84120;6
4;2015;5;1;8;9;59;9;23;B;84253;94
4;2015;5;1;8;9;59;9;23;B;84319;125
4;2015;5;1;8;9;59;9;23;B;84582;10
4;2015;5;1;8;9;59;9;23;B;84811;1
4;2015;5;1;8;9;59;9;23;B;85164;5
4;2015;5;1;8;9;59;9;23;B;85373;3
4;2015;5;1;8;9;59;9;24;A;81456;43
4;2015;5;1;8;9;59;9;24;A;82734;115
4;2015;5;1;8;9;59;9;24;A;84120;1
4;2015;5;1;8;9;59;9;24;A;84253;63
4;2015;5;1;8;9;59;9;24;A;84319;124
4;2015;5;1;8;9;59;9;24;A;84582;9
4;2015;5;1;8;9;59;9;24;A;84811;0
4;2015;5;1;8;9;59;9;24;A;85164;7
4;2015;5;1;8;9;59;9;24;A;85373;11
4;2015;5;1;8;9;59;9;24;B;81456;60
4;2015;5;1;8;9;59;9;24;B;82734;101
4;2015;5;1;8;9;59;9;24;B;84120;4
4;2015;5;1;8;9;59;9;24;B;84253;50
4;2015;5;1;8;9;59;9;24;B;84319;110
4;2015;5;1;8;9;59;9;24;B;84582;9
4;2015;5;1;8;9;59;9;24;B;84811;5
4;2015;5;1;8;9;59;9;24;B;85164;5
4;2015;5;1;8;9;59;9;24;B;85373;2
4;2015;5;1;8;9;59;9;25;U;81456;47
4;2015;5;1;8;9;59;9;25;U;82734;121
4;2015;5;1;8;9;59;9;25;U;84120;2
4;2015;5;1;8;9;59;9;25;U;84253;100
4;2015;5;1;8;9;59;9;25;U;84319;191
4;2015;5;1;8;9;59;9;25;U;84582;12
4;2015;5;1;8;9;59;9;25;U;84811;1
4;2015;5;1;8;9;59;5;49;U;82734;93
4;2015;5;1;8;9;59;5;49;U;84120;8
4;2015;5;1;8;9;59;5;49;U;84253;153
4;2015;5;1;8;9;59;5;49;U;84319;108
4;2015;5;1;8;9;59;5;49;U;84582;12
4;2015;5;1;8;9;59;5;49;U;84811;7
4;2015;5;1;8;9;59;5;49;U;85164;12
4;2015;5;1;8;9;59;5;49;U;85373;18
4;2015;5;1;8;9;59;5;50;U;81456;116
4;2015;5;1;8;9;59;5;50;U;82734;104
4;2015;5;1;8;9;59;5;50;U;84120;11
4;2015;5;1;8;9;59;5;50;U;84253;137
4;2015;5;1;8;9;59;5;50;U;84319;91
4;2015;5;1;8;9;59;5;50;U;84582;20
4;2015;5;1;8;9;59;5;50;U;84811;5
4;2015;5;1;8;9;59;5;50;U;85164;8
4;2015;5;1;8;9;59;5;50;U;85373;28
4;2015;5;1;8;9;59;6;1;U;81456;34
4;2015;5;1;8;9;59;6;1;U;82734;58
4;2015;5;1;8;9;59;6;1;U;84120;0
4;2015;5;1;8;9;59;6;1;U;84253;179
4;2015;5;1;8;9;59;6;1;U;84319;63
4;2015;5;1;8;9;59;6;1;U;84582;13
4;2015;5;1;8;9;59;6;1;U;84811;3
4;2015;5;1;8;9;59;6;1;U;85164;12
4;2015;5;1;8;9;59;6;1;U;85373;11
4;2015;5;1;8;9;59;6;2;U;81456;58
4;2015;5;1;8;9;59;6;2;U;82734;74
4;2015;5;1;8;9;59;6;2;U;84120;4
4;2015;5;1;8;9;59;6;2;U;84253;157
4;2015;5;1;8;9;59;6;2;U;84319;50
4;2015;5;1;8;9;59;6;2;U;84582;11
4;2015;5;1;8;9;59;6;2;U;84811;2
4;2015;5;1;8;9;59;6;2;U;85164;1
4;2015;5;1;8;9;59;6;2;U;85373;13
4;2015;5;1;8;9;59;6;3;U;81456;59
4;2015;5;1;8;9;59;6;3;U;82734;57
4;2015;5;1;8;9;59;6;3;U;84120;4
4;2015;5;1;8;9;59;6;3;U;84253;167
4;2015;5;1;8;9;59;6;3;U;84319;54
4;2015;5;1;8;9;59;6;3;U;84582;8
4;2015;5;1;8;9;59;6;3;U;84811;4
4;2015;5;1;8;9;59;6;3;U;85164;6
4;2015;5;1;8;9;59;6;3;U;85373;12
4;2015;5;1;8;9;59;6;4;A;81456;48
4;2015;5;1;8;9;59;6;4;A;82734;60
4;2015;5;1;8;9;59;6;4;A;84120;2
4;2015;5;1;8;9;59;6;4;A;84253;150
4;2015;5;1;8;9;59;6;4;A;84319;68
4;2015;5;1;8;9;59;6;4;A;84582;8
4;2015;5;1;8;9;59;6;4;A;84811;2
4;2015;5;1;8;9;59;6;4;A;85164;5
4;2015;5;1;8;9;59;6;4;A;85373;8
4;2015;5;1;8;9;59;6;4;B;81456;50
4;2015;5;1;8;9;59;6;4;B;82734;57
4;2015;5;1;8;9;59;6;4;B;84120;3
4;2015;5;1;8;9;59;6;4;B;84253;119
4;2015;5;1;8;9;59;6;4;B;84319;58
4;2015;5;1;8;9;59;6;4;B;84582;11
4;2015;5;1;8;9;59;6;4;B;84811;2
4;2015;5;1;8;9;59;6;4;B;85164;14
4;2015;5;1;8;9;59;6;4;B;85373;13
4;2015;5;1;8;9;59;6;5;A;81456;47
4;2015;5;1;8;9;59;6;5;A;82734;60
4;2015;5;1;8;9;59;6;5;A;84120;1
4;2015;5;1;8;9;59;6;5;A;84253;108
4;2015;5;1;8;9;59;6;5;A;84319;66
4;2015;5;1;8;9;59;6;5;A;84582;9
4;2015;5;1;8;9;59;6;5;A;84811;5
4;2015;5;1;8;9;59;6;5;A;85164;8
4;2015;5;1;8;9;59;6;5;A;85373;7
4;2015;5;1;8;9;59;6;5;B;81456;33
4;2015;5;1;8;9;59;6;5;B;82734;52
4;2015;5;1;8;9;59;6;5;B;84120;6
4;2015;5;1;8;9;59;6;5;B;84253;144
4;2015;5;1;8;9;59;6;5;B;84319;75
4;2015;5;1;8;9;59;6;5;B;84582;8
4;2015;5;1;8;9;59;6;5;B;84811;4
4;2015;5;1;8;9;59;6;5;B;85164;5
4;2015;5;1;8;9;59;6;5;B;85373;8
4;2015;5;1;8;9;59;6;6;A;81456;42
4;2015;5;1;8;9;59;6;6;A;82734;72
4;2015;5;1;8;9;59;6;6;A;84120;0
4;2015;5;1;8;9;59;6;6;A;84253;131
4;2015;5;1;8;9;59;6;6;A;84319;60
4;2015;5;1;8;9;59;6;6;A;84582;12
4;2015;5;1;8;9;59;6;6;A;84811;2
4;2015;5;1;8;9;59;6;6;A;85164;6
4;2015;5;1;8;9;59;6;6;A;85373;11
4;2015;5;1;8;9;59;6;6;B;81456;50
4;2015;5;1;8;9;59;6;6;B;82734;68
4;2015;5;1;8;9;59;6;6;B;84120;2
4;2015;5;1;8;9;59;6;6;B;84253;97
4;2015;5;1;8;9;59;6;6;B;84319;58
