TIPO_ELECCION;AÑO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;SECCION;MESA;CENSO;CENSO_ESCR_CERA;CENSO_CERE_ESCR;VOTOS_CERE;VOTOS_1AVANCE;VOTOS_2AVANCE;VOTOS_BLANCO;VOTOS_NULOS;VOTOS_CAND;REFR_SI;REFR_NO;DATOS_OFICIALES
4;2015;5;1;1;29;24;1;1;U;408;408;10;0;183;290;8;7;340;0;0;S
4;2015;5;1;1;29;25;1;1;U;961;961;76;0;380;546;9;5;637;0;0;S
4;2015;5;1;1;29;25;1;2;A;601;601;45;0;189;249;6;4;342;0;0;S
4;2015;5;1;1;29;25;1;2;B;540;540;34;0;171;245;5;0;303;0;0;S
4;2015;5;1;1;29;25;1;3;A;947;947;219;0;168;272;4;1;350;0;0;S
4;2015;5;1;1;29;25;1;3;B;860;860;188;0;151;250;6;2;315;0;0;S
4;2015;5;1;1;29;25;1;4;A;659;659;76;0;171;270;2;2;358;0;0;S
4;2015;5;1;1;29;25;1;4;B;598;598;71;0;181;264;4;2;338;0;0;S
4;2015;5;1;1;29;25;1;5;U;902;902;112;0;178;300;3;7;396;0;0;S
4;2015;5;1;1;29;25;2;1;A;526;526;18;0;148;210;3;1;272;0;0;S
4;2015;5;1;1;29;25;2;1;B;494;494;18;0;140;202;1;0;259;0;0;S
4;2015;5;1;1;29;25;2;2;U;839;839;14;0;301;391;9;2;487;0;0;S
4;2015;5;1;1;29;25;2;3;A;648;648;12;0;214;304;4;4;348;0;0;S
4;2015;5;1;1;29;25;2;3;B;744;744;21;0;179;253;5;4;389;0;0;S
4;2015;5;1;1;29;25;2;4;A;530;530;6;0;177;242;8;2;295;0;0;S
4;2015;5;1;1;29;25;2;4;B;554;554;6;0;168;255;4;4;322;0;0;S
4;2015;5;1;1;29;25;2;5;U;946;946;13;0;289;401;0;3;505;0;0;S
4;2015;5;1;1;29;25;2;6;A;577;577;61;0;163;245;6;3;304;0;0;S
4;2015;5;1;1;29;25;2;6;B;720;720;47;0;208;294;3;4;357;0;0;S
4;2015;5;1;1;29;25;2;6;C;692;692;53;0;184;255;5;1;337;0;0;S
4;2015;5;1;1;29;25;2;7;U;661;661;16;0;252;328;4;5;394;0;0;S
4;2015;5;1;1;29;25;2;8;A;598;598;33;0;189;244;2;3;317;0;0;S
4;2015;5;1;1;29;25;2;8;B;666;666;30;0;211;290;5;8;369;0;0;S
4;2015;5;1;1;41;13;2;2;B;530;530;8;0;229;321;4;6;428;0;0;S
4;2015;5;1;1;41;13;2;2;C;555;555;5;0;241;350;2;4;467;0;0;S
4;2015;5;1;1;41;14;1;1;A;447;447;0;0;153;310;1;13;365;0;0;S
4;2015;5;1;1;41;14;1;1;B;498;498;0;0;185;341;3;26;393;0;0;S
4;2015;5;1;1;41;14;1;1;C;353;353;5;0;187;262;5;3;301;0;0;S
4;2015;5;1;1;41;14;1;2;A;624;624;3;0;258;424;3;19;509;0;0;S
4;2015;5;1;1;41;14;1;2;B;595;595;7;0;250;392;4;30;469;0;0;S
4;2015;5;1;1;41;15;1;1;U;807;807;2;0;259;322;10;21;428;0;0;S
4;2015;5;1;1;41;15;1;2;A;548;548;1;0;172;229;6;14;280;0;0;S
4;2015;5;1;1;41;15;1;2;B;601;601;3;0;164;229;2;7;319;0;0;S
4;2015;5;1;1;41;15;2;1;A;552;552;1;0;190;248;12;8;326;0;0;S
4;2015;5;1;1;41;15;2;1;B;483;483;0;0;155;224;3;14;280;0;0;S
4;2015;5;1;1;41;15;2;2;A;592;592;1;0;175;244;6;9;329;0;0;S
4;2015;5;1;1;41;15;2;2;B;459;459;0;0;165;208;5;9;271;0;0;S
4;2015;5;1;1;41;15;2;2;C;567;567;0;0;175;249;6;11;325;0;0;S
4;2015;5;1;1;41;15;2;3;U;742;742;3;0;211;281;7;14;365;0;0;S
4;2015;5;1;1;41;16;1;1;A;517;517;2;0;183;255;3;5;362;0;0;S
4;2015;5;1;1;41;16;1;1;B;549;549;0;0;180;272;11;3;375;0;0;S
4;2015;5;1;1;41;16;1;2;A;464;464;0;0;136;190;14;8;274;0;0;S
4;2015;5;1;1;41;16;1;2;B;554;554;3;0;179;249;6;5;355;0;0;S
4;2015;5;1;1;41;16;1;3;A;641;641;6;0;196;286;6;3;392;0;0;S
4;2015;5;1;1;41;16;1;3;B;609;609;2;0;187;252;11;6;326;0;0;S
4;2015;5;1;1;41;16;1;4;A;527;527;1;0;147;211;5;10;280;0;0;S
4;2015;5;1;1;41;16;1;4;B;512;512;0;0;133;191;6;4;280;0;0;S
4;2015;5;1;1;41;16;2;1;A;393;393;2;0;183;190;5;3;261;0;0;S
4;2015;5;1;1;41;16;2;1;B;552;552;2;0;183;278;5;4;365;0;0;S
4;2015;5;1;1;41;16;2;1;C;547;547;2;0;183;278;10;11;348;0;0;S
4;2015;5;1;1;41;16;2;2;A;725;725;4;0;228;313;10;10;415;0;0;S
4;2015;5;1;1;41;16;2;2;B;728;728;4;0;237;324;15;6;418;0;0;S
4;2015;5;1;1;41;17;1;1;A;655;655;4;0;194;289;11;6;374;0;0;S
4;2015;5;1;1;41;17;1;1;B;743;743;4;0;246;312;7;11;425;0;0;S
4;2015;5;1;1;41;17;1;2;A;618;618;4;0;174;256;12;5;338;0;0;S
4;2015;5;1;1;41;17;1;2;B;587;587;2;0;168;233;12;2;311;0;0;S
4;2015;5;1;1;41;17;1;3;A;483;483;1;0;143;187;4;8;267;0;0;S
4;2015;5;1;1;41;17;1;3;B;599;599;0;0;188;238;11;11;325;0;0;S
4;2015;5;1;1;41;17;1;3;C;615;615;1;0;200;234;10;12;332;0;0;S
4;2015;5;1;1;41;17;1;4;A;499;499;3;0;163;235;5;11;295;0;0;S
4;2015;5;1;1;41;17;1;4;B;654;654;6;0;201;283;12;9;367;0;0;S
4;2015;5;1;1;41;17;1;4;C;648;648;0;0;185;281;8;8;367;0;0;S
4;2015;5;1;1;41;17;1;5;A;652;652;1;0;157;241;7;8;329;0;0;S
4;2015;5;1;1;41;17;1;5;B;677;677;4;0;173;245;7;4;331;0;0;S
4;2015;5;1;1;41;17;1;6;A;570;570;4;0;150;195;9;9;258;0;0;S
4;2015;5;1;1;41;17;1;6;B;692;692;1;0;183;257;12;11;344;0;0;S
4;2015;5;1;1;41;17;1;6;C;686;686;2;0;158;239;12;15;318;0;0;S
4;2015;5;1;1;41;17;1;7;A;631;631;9;0;126;229;9;1;347;0;0;S
4;2015;5;1;1;41;17;1;7;B;605;605;3;0;182;258;11;6;367;0;0;S
4;2015;5;1;1;41;17;1;7;C;676;676;0;0;195;300;5;11;407;0;0;S
4;2015;5;1;1;41;17;1;8;U;887;887;3;0;243;333;10;5;492;0;0;S
4;2015;5;1;1;41;17;1;9;A;527;527;5;0;125;185;4;1;299;0;0;S
4;2015;5;1;1;41;17;1;9;B;540;540;4;0;136;196;5;2;291;0;0;S
4;2015;5;1;1;41;17;1;10;A;533;533;8;0;174;240;11;8;299;0;0;S
4;2015;5;1;1;41;17;1;10;B;616;616;2;0;150;228;12;13;311;0;0;S
4;2015;5;1;1;41;17;1;10;C;636;636;4;0;146;223;14;4;313;0;0;S
4;2015;5;1;1;41;18;1;1;A;493;493;2;0;176;244;5;6;318;0;0;S
4;2015;5;1;1;41;18;1;1;B;610;610;1;0;232;316;4;4;433;0;0;S
4;2015;5;1;1;41;18;1;2;A;569;569;1;0;214;308;5;7;369;0;0;S
4;2015;5;1;1;41;18;1;2;B;809;809;1;0;285;396;9;7;512;0;0;S
4;2015;5;1;1;41;18;1;3;U;707;707;0;0;264;387;5;6;492;0;0;S
4;2015;5;1;1;41;18;1;4;A;492;492;1;0;162;230;4;3;318;0;0;S
4;2015;5;1;1;41;18;1;4;B;705;705;1;0;246;337;10;5;471;0;0;S
4;2015;5;1;1;41;18;1;4;C;718;718;0;0;240;343;9;3;468;0;0;S
4;2015;5;1;1;41;18;1;5;A;484;484;1;0;192;244;5;4;305;0;0;S
4;2015;5;1;1;41;18;1;5;B;681;681;0;0;267;358;10;11;441;0;0;S
4;2015;5;1;1;41;18;1;5;C;649;649;2;0;258;332;5;5;428;0;0;S
4;2015;5;1;1;18;140;4;2;U;928;928;5;0;316;438;8;5;518;0;0;S
4;2015;5;1;1;18;140;4;3;A;745;745;7;0;212;300;3;3;376;0;0;S
4;2015;5;1;1;18;140;4;3;B;657;657;2;0;216;268;2;4;336;0;0;S
4;2015;5;1;1;18;140;4;4;A;858;858;21;0;305;383;6;11;448;0;0;S
4;2015;5;1;1;18;140;4;4;B;840;840;9;0;283;348;6;8;442;0;0;S
4;2015;5;1;1;18;140;4;5;A;559;559;6;0;145;230;1;2;280;0;0;S
4;2015;5;1;1;18;140;4;5;B;470;470;2;0;179;190;3;1;230;0;0;S
4;2015;5;1;1;18;140;4;6;A;735;735;6;0;201;288;7;2;384;0;0;S
4;2015;5;1;1;18;140;4;6;B;687;687;8;0;181;266;4;2;368;0;0;S
4;2015;5;1;1;18;140;4;7;A;728;728;8;0;218;304;5;5;400;0;0;S
4;2015;5;1;1;18;140;4;7;B;575;575;3;0;171;234;5;3;313;0;0;S
4;2015;5;1;1;18;140;4;7;C;636;636;13;0;202;262;7;3;348;0;0;S
4;2015;5;1;1;18;140;4;8;A;823;823;2;0;273;391;5;3;465;0;0;S
4;2015;5;1;1;18;140;4;8;B;940;940;8;0;315;438;8;3;530;0;0;S
4;2015;5;1;1;18;140;4;9;A;609;609;5;0;208;270;4;11;327;0;0;S
4;2015;5;1;1;18;140;4;9;B;575;575;8;0;179;253;1;5;322;0;0;S
4;2015;5;1;1;18;140;4;10;A;924;924;2;0;279;375;3;5;470;0;0;S
4;2015;5;1;1;18;140;4;10;B;844;844;0;0;253;342;5;2;450;0;0;S
4;2015;5;1;1;18;140;4;11;A;691;691;6;0;218;305;10;1;382;0;0;S
4;2015;5;1;1;18;140;4;11;B;748;748;7;0;240;364;2;8;445;0;0;S
4;2015;5;1;1;18;140;4;12;A;619;620;9;0;216;291;5;2;358;0;0;S
4;2015;5;1;1;18;140;4;12;B;606;606;8;0;214;291;6;1;366;0;0;S
4;2015;5;1;1;18;140;4;13;U;978;978;16;0;227;356;13;10;480;0;0;S
4;2015;5;1;1;18;140;5;1;A;629;629;9;0;238;337;5;3;405;0;0;S
4;2015;5;1;1;18;140;5;1;B;627;627;9;0;205;332;6;7;401;0;0;S
4;2015;5;1;1;18;140;5;2;A;815;815;19;0;338;425;6;4;525;0;0;S
4;2015;5;1;1;18;140;5;2;B;895;895;27;0;299;456;7;2;562;0;0;S
4;2015;5;1;1;18;140;5;3;A;549;549;13;0;190;236;5;2;269;0;0;S
4;2015;5;1;1;18;140;5;3;B;603;603;3;0;193;243;0;0;288;0;0;S
4;2015;5;1;1;18;140;5;4;A;789;789;9;0;214;288;3;3;390;0;0;S
4;2015;5;1;1;18;140;5;4;B;729;729;9;0;198;272;4;2;339;0;0;S
4;2015;5;1;1;18;140;5;5;A;656;656;10;0;267;342;12;6;425;0;0;S
4;2015;5;1;1;18;140;5;5;B;694;694;11;0;278;376;2;8;445;0;0;S
4;2015;5;1;1;18;140;5;6;U;736;736;22;0;220;325;12;4;405;0;0;S
4;2015;5;1;1;18;141;1;1;U;452;452;20;0;153;225;3;21;264;0;0;S
4;2015;5;1;1;18;143;1;1;U;1008;1008;24;0;453;650;1;11;808;0;0;S
4;2015;5;1;1;18;144;1;1;U;787;787;5;0;330;438;7;5;582;0;0;S
4;2015;5;1;1;18;145;1;1;A;806;806;0;0;220;328;2;4;456;0;0;S
4;2015;5;1;1;18;145;1;1;B;819;819;3;0;217;333;6;3;449;0;0;S
4;2015;5;1;1;18;145;1;2;A;639;639;3;0;206;308;7;5;383;0;0;S
4;2015;5;1;1;18;145;1;2;B;642;642;4;0;240;315;5;4;417;0;0;S
4;2015;5;1;1;18;145;1;3;A;685;685;4;0;242;327;2;5;410;0;0;S
4;2015;5;1;1;18;145;1;3;B;688;688;2;0;228;315;7;6;404;0;0;S
4;2015;5;1;1;18;145;1;4;A;625;625;0;0;164;252;2;2;365;0;0;S
4;2015;5;1;1;18;145;1;4;B;573;573;3;0;138;212;4;5;328;0;0;S
4;2015;5;1;1;18;145;1;5;U;792;792;4;0;205;326;4;7;430;0;0;S
4;2015;5;1;1;18;145;1;6;A;797;797;3;0;266;356;5;4;461;0;0;S
4;2015;5;1;1;18;145;1;6;B;854;854;2;0;305;383;3;8;504;0;0;S
4;2015;5;1;1;18;145;1;7;A;545;545;1;0;127;204;3;4;301;0;0;S
4;2015;5;1;1;18;145;1;7;B;602;602;0;0;159;230;3;4;314;0;0;S
4;2015;5;1;1;18;145;1;8;U;546;546;1;0;156;212;2;0;315;0;0;S
4;2015;5;1;1;18;145;1;9;U;823;823;4;0;280;388;8;3;512;0;0;S
4;2015;5;1;1;18;146;1;1;A;451;451;16;0;199;276;6;3;327;0;0;S
4;2015;5;1;1;18;146;1;1;B;562;562;14;0;235;324;6;9;398;0;0;S
4;2015;5;1;1;18;147;1;1;A;541;541;18;0;179;263;2;3;344;0;0;S
4;2015;5;1;1;18;147;1;1;B;615;615;17;0;216;305;7;11;386;0;0;S
4;2015;5;1;1;18;147;1;2;U;938;938;109;0;288;400;3;15;506;0;0;S
4;2015;5;1;1;18;147;2;1;A;744;744;59;0;233;342;4;10;425;0;0;S
4;2015;5;1;1;18;147;2;1;B;525;525;43;0;173;230;5;6;299;0;0;S
4;2015;5;1;1;18;147;2;1;C;669;669;45;0;228;307;5;9;399;0;0;S
4;2015;5;1;1;18;148;1;1;U;879;879;48;0;405;561;4;7;729;0;0;S
4;2015;5;1;1;18;149;1;1;A;618;618;3;0;210;303;8;12;391;0;0;S
4;2015;5;1;1;18;149;1;1;B;669;669;3;0;261;354;6;12;436;0;0;S
4;2015;5;1;1;23;87;1;2;B;449;449;0;0;178;267;4;8;322;0;0;S
4;2015;5;1;1;23;87;2;1;U;773;773;2;0;301;442;7;3;577;0;0;S
4;2015;5;1;1;23;87;2;2;U;767;767;0;0;320;434;7;9;525;0;0;S
4;2015;5;1;1;23;87;2;3;A;436;436;1;0;210;267;3;5;332;0;0;S
4;2015;5;1;1;23;87;2;3;B;488;488;1;0;227;289;6;6;363;0;0;S
4;2015;5;1;1;23;87;3;1;A;558;558;0;0;272;335;2;1;399;0;0;S
4;2015;5;1;1;23;87;3;1;B;608;608;1;0;264;351;4;12;413;0;0;S
4;2015;5;1;1;23;87;3;2;A;434;434;0;0;165;240;2;8;289;0;0;S
4;2015;5;1;1;23;87;3;2;B;470;470;1;0;213;268;2;3;327;0;0;S
4;2015;5;1;1;23;87;3;3;A;830;830;1;0;291;419;13;12;538;0;0;S
4;2015;5;1;1;23;87;3;3;B;818;818;2;0;276;425;14;10;547;0;0;S
4;2015;5;1;1;23;87;4;1;A;698;698;1;0;278;373;9;7;472;0;0;S
4;2015;5;1;1;23;87;4;1;B;664;664;0;0;290;382;7;13;473;0;0;S
4;2015;5;1;1;23;87;4;2;A;478;478;0;0;204;257;2;5;333;0;0;S
4;2015;5;1;1;23;87;4;2;B;448;448;0;0;183;254;3;5;317;0;0;S
4;2015;5;1;1;23;87;4;3;A;652;652;2;0;237;353;3;3;450;0;0;S
4;2015;5;1;1;23;87;4;3;B;694;694;0;0;243;379;8;8;464;0;0;S
4;2015;5;1;1;23;88;1;1;U;737;737;0;0;265;378;3;11;500;0;0;S
4;2015;5;1;1;23;88;1;2;A;443;443;1;0;126;217;5;5;293;0;0;S
4;2015;5;1;1;23;88;1;2;B;399;399;1;0;129;229;6;7;275;0;0;S
4;2015;5;1;1;23;88;2;1;U;688;688;0;0;286;397;7;11;483;0;0;S
4;2015;5;1;1;23;88;2;2;U;642;642;6;0;264;353;6;6;434;0;0;S
4;2015;5;1;1;23;88;3;1;A;436;436;0;0;156;230;2;9;311;0;0;S
4;2015;5;1;1;23;88;3;1;B;478;478;0;0;170;271;1;7;340;0;0;S
4;2015;5;1;1;23;88;3;2;A;560;560;0;0;192;283;3;10;368;0;0;S
4;2015;5;1;1;23;88;3;2;B;477;477;0;0;139;219;2;10;310;0;0;S
4;2015;5;1;1;23;88;3;3;A;640;640;0;0;199;308;9;18;416;0;0;S
4;2015;5;1;1;23;88;3;3;B;672;672;0;0;234;340;7;21;449;0;0;S
4;2015;5;1;1;23;90;1;1;U;657;657;1;0;315;421;3;12;545;0;0;S
4;2015;5;1;1;23;90;2;1;U;665;665;0;0;290;420;6;15;553;0;0;S
4;2015;5;1;1;23;91;1;1;A;370;371;0;0;180;250;2;0;333;0;0;S
4;2015;5;1;1;23;91;1;1;B;387;387;0;0;194;278;0;2;349;0;0;S
4;2015;5;1;1;23;92;1;1;A;491;491;3;0;183;241;7;6;308;0;0;S
4;2015;5;1;1;23;92;1;1;B;563;563;1;0;217;276;8;9;355;0;0;S
4;2015;5;1;1;23;92;1;2;A;426;426;0;0;135;189;3;3;263;0;0;S
4;2015;5;1;1;23;92;1;2;B;539;539;3;0;160;242;8;1;329;0;0;S
4;2015;5;1;1;23;92;1;3;U;753;753;1;0;256;340;5;7;474;0;0;S
4;2015;5;1;1;23;92;1;4;A;468;468;0;0;191;250;10;10;312;0;0;S
4;2015;5;1;1;23;92;1;4;B;558;558;2;0;219;283;10;10;363;0;0;S
4;2015;5;1;1;23;92;1;5;A;450;450;1;0;160;212;3;2;281;0;0;S
4;2015;5;1;1;23;92;1;5;B;544;544;0;0;197;251;3;7;343;0;0;S
4;2015;5;1;1;23;92;1;6;A;456;456;1;0;168;234;3;3;303;0;0;S
4;2015;5;1;1;23;92;1;6;B;526;526;1;0;185;244;7;2;318;0;0;S
4;2015;5;1;1;23;92;1;7;A;636;636;0;0;165;258;7;10;370;0;0;S
4;2015;5;1;1;23;92;1;7;B;646;646;0;0;185;288;12;8;393;0;0;S
4;2015;5;1;1;23;92;1;8;A;601;601;0;0;191;250;9;5;360;0;0;S
4;2015;5;1;1;23;92;1;8;B;623;623;0;0;186;282;10;2;392;0;0;S
4;2015;5;1;1;23;92;1;9;A;745;745;1;0;215;316;16;12;420;0;0;S
4;2015;5;1;1;23;92;1;9;B;842;842;0;0;285;400;14;4;516;0;0;S
4;2015;5;1;1;23;92;1;10;A;629;629;0;0;188;257;13;9;345;0;0;S
4;2015;5;1;1;23;92;1;10;B;554;554;3;0;170;236;8;8;325;0;0;S
4;2015;5;1;1;23;92;1;10;C;583;583;0;0;178;244;10;4;360;0;0;S
4;2015;5;1;1;23;92;2;1;U;521;522;1;0;203;270;12;7;338;0;0;S
4;2015;5;1;1;23;92;2;2;U;511;511;1;0;206;265;9;6;327;0;0;S
4;2015;5;1;1;23;92;2;3;U;510;510;1;0;183;263;5;4;332;0;0;S
4;2015;5;1;1;23;92;2;4;U;644;645;0;0;250;337;8;6;413;0;0;S
4;2015;5;1;1;23;92;3;1;U;824;824;2;0;256;351;10;13;492;0;0;S
4;2015;5;1;1;23;92;3;2;A;576;576;1;0;169;275;7;4;333;0;0;S
4;2015;5;1;1;23;92;3;2;B;664;664;1;0;202;290;3;13;394;0;0;S
4;2015;5;1;1;23;92;3;3;A;645;645;1;0;219;303;10;2;409;0;0;S
4;2015;5;1;1;23;92;3;3;B;786;786;0;0;281;403;9;6;506;0;0;S
4;2015;5;1;1;23;92;3;4;U;588;588;0;0;191;269;1;5;361;0;0;S
4;2015;5;1;1;23;92;3;5;A;483;483;0;0;187;250;4;6;315;0;0;S
4;2015;5;1;1;23;92;3;5;B;620;620;0;0;211;283;6;7;377;0;0;S
4;2015;5;1;1;29;25;2;9;U;905;905;22;0;277;390;6;3;512;0;0;S
4;2015;5;1;1;29;25;2;10;A;567;567;8;0;198;265;3;2;332;0;0;S
4;2015;5;1;1;29;25;2;10;B;545;545;8;0;193;269;5;4;343;0;0;S
4;2015;5;1;1;29;25;2;11;A;538;538;25;0;153;238;6;1;302;0;0;S
4;2015;5;1;1;29;25;2;11;B;503;503;14;0;146;216;9;1;270;0;0;S
4;2015;5;1;1;29;25;2;12;A;773;773;74;0;188;293;4;2;371;0;0;S
4;2015;5;1;1;29;25;2;12;B;756;756;58;0;181;269;4;3;358;0;0;S
4;2015;5;1;1;29;25;2;13;A;589;589;57;0;142;214;4;2;283;0;0;S
4;2015;5;1;1;29;25;2;13;B;751;751;45;0;205;289;9;6;378;0;0;S
4;2015;5;1;1;29;25;2;13;C;713;713;51;0;181;264;13;2;356;0;0;S
4;2015;5;1;1;29;25;2;14;A;522;522;7;0;143;202;4;1;281;0;0;S
4;2015;5;1;1;29;25;2;14;B;530;530;11;0;139;214;3;4;279;0;0;S
4;2015;5;1;1;29;25;2;15;A;658;658;8;0;188;266;7;2;358;0;0;S
4;2015;5;1;1;29;25;2;15;B;738;738;9;0;206;293;8;3;382;0;0;S
4;2015;5;1;1;29;25;2;16;A;583;583;35;0;129;199;2;1;269;0;0;S
4;2015;5;1;1;29;25;2;16;B;699;699;21;0;151;243;5;6;337;0;0;S
4;2015;5;1;1;29;25;2;16;C;678;678;28;0;151;239;5;4;311;0;0;S
4;2015;5;1;1;29;25;2;17;A;678;678;32;0;125;187;7;4;274;0;0;S
4;2015;5;1;1;29;25;2;17;B;675;675;18;0;132;221;4;2;310;0;0;S
4;2015;5;1;1;29;25;3;1;A;841;841;77;0;211;303;0;1;399;0;0;S
4;2015;5;1;1;29;25;3;1;B;896;896;83;0;225;314;5;4;408;0;0;S
4;2015;5;1;1;29;25;3;2;A;964;964;98;0;230;353;4;10;443;0;0;S
4;2015;5;1;1;29;25;3;2;B;890;890;80;0;223;327;1;1;435;0;0;S
4;2015;5;1;1;29;25;3;3;A;711;711;116;0;158;213;3;1;279;0;0;S
4;2015;5;1;1;29;25;3;3;B;818;818;107;0;228;286;4;3;364;0;0;S
4;2015;5;1;1;29;25;3;3;C;766;766;104;0;193;247;3;3;320;0;0;S
4;2015;5;1;1;29;25;3;4;A;599;599;39;0;138;190;1;1;266;0;0;S
4;2015;5;1;1;29;25;3;4;B;563;563;61;0;131;170;7;2;223;0;0;S
4;2015;5;1;1;29;25;3;5;A;585;585;59;0;118;173;2;3;256;0;0;S
4;2015;5;1;1;29;25;3;5;B;721;721;60;0;163;233;6;1;316;0;0;S
4;2015;5;1;1;29;25;3;5;C;634;634;67;0;150;222;5;6;273;0;0;S
4;2015;5;1;1;29;25;3;6;A;589;589;34;0;136;199;3;2;290;0;0;S
4;2015;5;1;1;29;25;3;6;B;689;689;44;0;138;218;4;3;306;0;0;S
4;2015;5;1;1;29;25;3;6;C;622;622;34;0;124;180;5;1;256;0;0;S
4;2015;5;1;1;29;25;3;7;A;625;625;70;0;108;164;2;2;237;0;0;S
4;2015;5;1;1;29;25;3;7;B;726;726;73;0;166;227;2;2;292;0;0;S
4;2015;5;1;1;29;25;3;7;C;751;751;68;0;142;216;3;3;288;0;0;S
4;2015;5;1;1;29;25;3;8;A;757;757;86;0;159;227;2;6;291;0;0;S
4;2015;5;1;1;29;25;3;8;B;680;680;78;0;149;214;3;4;269;0;0;S
4;2015;5;1;1;29;26;1;1;A;620;620;52;0;215;365;6;12;420;0;0;S
4;2015;5;1;1;29;26;1;1;B;553;553;50;0;185;344;6;13;400;0;0;S
4;2015;5;1;1;29;27;1;1;A;640;640;16;0;328;474;2;4;542;0;0;S
4;2015;5;1;1;29;27;1;1;B;584;584;6;0;277;456;0;6;502;0;0;S
4;2015;5;1;1;29;27;1;2;A;606;606;17;0;298;444;0;0;507;0;0;S
4;2015;5;1;1;29;27;1;2;B;583;583;9;0;290;406;1;4;490;0;0;S
4;2015;5;1;1;29;28;1;1;A;650;650;5;0;274;455;5;11;538;0;0;S
4;2015;5;1;1;29;28;1;1;B;616;616;11;0;254;419;4;12;488;0;0;S
4;2015;5;1;1;29;29;1;1;U;436;436;8;0;164;284;4;8;384;0;0;S
4;2015;5;1;1;29;30;1;1;U;818;818;10;0;369;571;8;12;696;0;0;S
4;2015;5;1;1;29;31;1;1;A;584;584;5;0;220;362;4;6;434;0;0;S
4;2015;5;1;1;29;31;1;1;B;586;586;3;0;287;394;1;4;468;0;0;S
4;2015;5;1;1;29;31;1;2;U;500;500;1;0;230;318;0;1;363;0;0;S
4;2015;5;1;1;29;32;1;1;A;750;750;0;0;306;442;14;10;541;0;0;S
4;2015;5;1;1;29;32;1;1;B;848;848;5;0;309;434;13;13;578;0;0;S
4;2015;5;1;1;29;32;1;2;A;555;555;6;0;187;305;8;15;391;0;0;S
4;2015;5;1;1;29;32;1;2;B;595;595;7;0;202;309;15;11;385;0;0;S
4;2015;5;1;1;29;32;1;3;A;947;947;9;0;338;547;16;19;676;0;0;S
4;2015;5;1;1;29;32;1;3;B;922;922;5;0;349;530;11;19;634;0;0;S
4;2015;5;1;1;29;32;1;4;U;803;802;7;0;349;502;5;14;588;0;0;S
4;2015;5;1;1;29;32;1;5;A;721;721;10;0;302;424;10;8;522;0;0;S
4;2015;5;1;1;29;32;1;5;B;614;614;2;0;274;370;5;5;453;0;0;S
4;2015;5;1;1;29;33;1;1;A;524;524;54;0;222;322;5;2;381;0;0;S
4;2015;5;1;1;29;33;1;1;B;724;724;57;0;311;461;7;10;525;0;0;S
4;2015;5;1;1;29;34;1;1;U;593;593;123;0;241;381;1;2;469;0;0;S
4;2015;5;1;1;41;18;1;6;A;533;533;2;0;175;246;8;8;328;0;0;S
4;2015;5;1;1;41;18;1;6;B;675;675;0;0;245;341;14;8;434;0;0;S
4;2015;5;1;1;41;18;1;7;A;641;641;2;0;212;308;3;4;413;0;0;S
4;2015;5;1;1;41;18;1;7;B;751;751;2;0;258;366;11;5;488;0;0;S
4;2015;5;1;1;41;19;1;1;A;761;761;5;0;306;446;8;7;588;0;0;S
4;2015;5;1;1;41;19;1;1;B;684;684;5;0;258;381;6;9;512;0;0;S
4;2015;5;1;1;41;19;1;2;A;695;695;4;0;227;355;6;5;476;0;0;S
4;2015;5;1;1;41;19;1;2;B;681;681;3;0;188;300;7;1;445;0;0;S
4;2015;5;1;1;41;19;1;3;A;596;596;2;0;172;263;9;5;368;0;0;S
4;2015;5;1;1;41;19;1;3;B;624;624;3;0;184;217;9;10;355;0;0;S
4;2015;5;1;1;41;19;1;3;C;633;633;4;0;209;274;7;5;369;0;0;S
4;2015;5;1;1;41;20;1;1;A;489;489;1;0;144;233;7;1;298;0;0;S
4;2015;5;1;1;41;20;1;1;B;523;523;0;0;149;217;5;5;312;0;0;S
4;2015;5;1;1;41;20;1;2;A;467;467;2;0;146;182;1;1;254;0;0;S
4;2015;5;1;1;41;20;1;2;B;697;697;2;0;185;252;7;5;363;0;0;S
4;2015;5;1;1;41;20;1;2;C;664;664;1;0;204;263;3;3;366;0;0;S
4;2015;5;1;1;41;20;1;3;A;480;480;0;0;129;178;4;2;250;0;0;S
4;2015;5;1;1;41;20;1;3;B;531;531;2;0;159;212;6;4;285;0;0;S
4;2015;5;1;1;41;20;1;3;C;524;524;4;0;147;210;3;2;281;0;0;S
4;2015;5;1;1;41;20;2;1;A;552;552;1;0;194;260;2;2;362;0;0;S
4;2015;5;1;1;41;20;2;1;B;574;574;0;0;190;273;5;4;361;0;0;S
4;2015;5;1;1;41;20;2;2;A;684;684;0;0;219;297;7;6;399;0;0;S
4;2015;5;1;1;41;20;2;2;B;609;609;0;0;169;246;2;5;339;0;0;S
4;2015;5;1;1;41;20;2;3;A;520;520;0;0;183;246;2;1;338;0;0;S
4;2015;5;1;1;41;20;2;3;B;612;612;0;0;186;248;4;6;364;0;0;S
4;2015;5;1;1;41;20;2;3;C;526;526;0;0;192;250;2;5;343;0;0;S
4;2015;5;1;1;41;20;2;5;A;729;729;0;0;268;363;8;12;442;0;0;S
4;2015;5;1;1;41;20;2;5;B;737;737;1;0;250;342;5;3;455;0;0;S
